Booking_ID,Booking_Date,Destination,State,Airline,Traveler_Type,Booking_Channel,Booking_Value,Customer_Rating
MMT118404,11-10-2022,Leh,Himachal Pradesh,GoAir,Solo,Travel Agent,49402,4.9
MMT118405,31-05-2024,Goa,Delhi,IndiGo,Business,Website,13819,3.6
MMT118406,28-06-2023,Leh,Karnataka,SpiceJet,Family,Mobile App,39517,4.6
MMT118407,01-01-2024,Goa,Goa,Air India,Solo,Mobile App,16616,4.7
MMT118408,06-08-2022,Jaipur,Goa,SpiceJet,Business,Website,46754,4.8
MMT118409,02-06-2024,Bangalore,Goa,Air India,Couple,Mobile App,30259,3.6
MMT118410,20-06-2022,Kerala,Ladakh,Air India,Solo,Travel Agent,42190,3.4
MMT118411,18-11-2024,Dubai,Kerala,IndiGo,Family,Mobile App,33207,3.3
MMT118412,30-03-2024,Manali,UAE,Akasa Air,Couple,Travel Agent,4768,4.2
MMT118413,22-01-2022,Bangalore,Rajasthan,Vistara,Business,Mobile App,36490,4
MMT118414,19-08-2024,Bangalore,UAE,GoAir,Couple,Travel Agent,34483,4.6
MMT118415,16-07-2023,Manali,Rajasthan,Air India,Business,Mobile App,32508,3.4
MMT118416,28-07-2022,Mumbai,UAE,GoAir,Couple,Travel Agent,23491,4.1
MMT118417,24-01-2022,Bangalore,UAE,Air India,Family,Mobile App,22750,4
MMT118418,11-08-2023,Dubai,Rajasthan,Akasa Air,Family,Mobile App,21916,3.4
MMT118419,27-01-2023,Leh,Karnataka,Air India,Family,Travel Agent,39521,4.1
MMT118420,06-05-2022,Dubai,Rajasthan,Air India,Solo,Website,27309,4
MMT118421,03-04-2022,Leh,Rajasthan,IndiGo,Business,Website,26038,3.1
MMT118422,04-05-2022,Udaipur,Rajasthan,Vistara,Solo,Travel Agent,9627,3.4
MMT118423,30-09-2024,Udaipur,Delhi,Vistara,Solo,Mobile App,47436,3.8
MMT118424,06-07-2023,Mumbai,Rajasthan,Vistara,Couple,Website,36971,4.3
MMT118425,02-05-2023,Delhi,Rajasthan,GoAir,Solo,Travel Agent,31129,5
MMT118426,07-08-2024,Mumbai,Ladakh,Air India,Family,Travel Agent,40158,3.2
MMT118427,26-01-2022,Goa,Maharashtra,IndiGo,Family,Travel Agent,8688,3.5
MMT118428,30-09-2023,Bangalore,Himachal Pradesh,SpiceJet,Solo,Mobile App,49586,3
MMT118429,28-09-2024,Dubai,Goa,IndiGo,Solo,Website,4827,3.8
MMT118430,26-10-2022,Bangalore,Maharashtra,Air India,Business,Mobile App,3114,4
MMT118431,18-08-2022,Dubai,Maharashtra,GoAir,Family,Mobile App,21963,3.7
MMT118432,13-03-2023,Leh,Ladakh,Akasa Air,Couple,Travel Agent,22923,4.1
MMT118433,05-03-2024,Delhi,UAE,Vistara,Family,Mobile App,3675,3.6
MMT118434,11-04-2022,Delhi,Maharashtra,IndiGo,Couple,Travel Agent,29463,5
MMT118435,07-05-2023,Delhi,UAE,SpiceJet,Business,Website,6489,5
MMT118436,06-07-2024,Kerala,Maharashtra,Akasa Air,Business,Mobile App,20523,4.4
MMT118437,16-05-2023,Kerala,Goa,SpiceJet,Business,Mobile App,23083,4.8
MMT118438,09-10-2023,Bangalore,Rajasthan,Akasa Air,Family,Travel Agent,13201,3.7
MMT118439,10-07-2024,Goa,Kerala,Vistara,Family,Travel Agent,24314,4.4
MMT118440,10-01-2024,Leh,Goa,Akasa Air,Family,Mobile App,7566,4.8
MMT118441,23-08-2023,Manali,Karnataka,Vistara,Family,Travel Agent,13888,3.4
MMT118442,13-10-2023,Delhi,Rajasthan,Air India,Business,Website,38768,4.6
MMT118443,01-09-2024,Jaipur,Himachal Pradesh,IndiGo,Business,Website,11979,3.7
MMT118444,03-10-2022,Kerala,Karnataka,SpiceJet,Couple,Travel Agent,6254,4.4
MMT118445,20-04-2023,Delhi,Goa,IndiGo,Family,Website,6942,3.1
MMT118446,22-05-2024,Jaipur,UAE,IndiGo,Family,Mobile App,45438,3.8
MMT118447,16-11-2022,Jaipur,Maharashtra,SpiceJet,Business,Website,49879,4.1
MMT118448,22-01-2022,Goa,Goa,GoAir,Couple,Mobile App,31812,3.3
MMT118449,20-01-2023,Leh,Himachal Pradesh,Air India,Business,Website,39335,3.4
MMT118450,29-11-2024,Goa,Rajasthan,Vistara,Family,Mobile App,14729,4.4
MMT118451,05-03-2023,Bangalore,Maharashtra,IndiGo,Business,Website,39830,3.9
MMT118452,03-06-2024,Delhi,Rajasthan,GoAir,Family,Travel Agent,47536,4.5
MMT118453,31-01-2022,Udaipur,Rajasthan,Akasa Air,Business,Mobile App,27955,5
MMT118454,07-12-2022,Mumbai,Delhi,Akasa Air,Solo,Website,43754,4.3
MMT118455,18-11-2023,Leh,Himachal Pradesh,SpiceJet,Business,Website,12047,3.7
MMT118456,31-10-2022,Jaipur,Rajasthan,Air India,Business,Website,30830,3.6
MMT118457,12-01-2023,Delhi,Rajasthan,Vistara,Couple,Travel Agent,36897,4.2
MMT118458,10-01-2022,Delhi,Rajasthan,SpiceJet,Family,Mobile App,42405,4.3
MMT118459,09-11-2023,Goa,Himachal Pradesh,Akasa Air,Solo,Website,38584,4
MMT118460,28-04-2022,Bangalore,Karnataka,SpiceJet,Couple,Travel Agent,31089,4.9
MMT118461,30-04-2024,Delhi,Goa,SpiceJet,Family,Mobile App,29773,3.2
MMT118462,23-07-2022,Kerala,Ladakh,GoAir,Solo,Travel Agent,43425,3.9
MMT118463,15-11-2023,Bangalore,Delhi,SpiceJet,Couple,Travel Agent,20193,4.8
MMT118464,20-03-2022,Leh,Ladakh,SpiceJet,Couple,Website,25586,4.4
MMT118465,27-02-2024,Mumbai,Goa,Vistara,Solo,Website,20929,3.7
MMT118466,31-08-2023,Leh,Ladakh,GoAir,Solo,Mobile App,29327,3.1
MMT118467,13-01-2022,Mumbai,Himachal Pradesh,IndiGo,Solo,Mobile App,11005,3.8
MMT118468,27-01-2024,Delhi,Goa,Air India,Business,Travel Agent,49811,4.7
MMT118469,23-06-2023,Kerala,Rajasthan,Air India,Business,Mobile App,32659,4.3
MMT118470,22-03-2022,Mumbai,Rajasthan,GoAir,Solo,Website,24237,3
MMT118471,01-10-2024,Bangalore,Maharashtra,Akasa Air,Couple,Travel Agent,27967,3.1
MMT118472,04-09-2022,Bangalore,Karnataka,IndiGo,Solo,Mobile App,40665,3.1
MMT118473,07-08-2022,Jaipur,Kerala,Akasa Air,Family,Mobile App,31566,3.1
MMT118474,11-06-2024,Udaipur,Karnataka,Akasa Air,Business,Mobile App,9099,3.5
MMT118475,29-07-2023,Manali,UAE,Air India,Couple,Website,11778,3.9
MMT118476,01-11-2022,Leh,Delhi,Akasa Air,Couple,Travel Agent,37240,4.2
MMT118477,25-01-2023,Manali,Karnataka,IndiGo,Business,Travel Agent,18320,3.9
MMT118478,08-08-2023,Kerala,Kerala,IndiGo,Family,Mobile App,39342,3
MMT118479,09-11-2024,Bangalore,Maharashtra,GoAir,Solo,Website,46945,3.1
MMT118480,09-05-2023,Delhi,Kerala,Air India,Family,Website,3015,4.7
MMT118481,27-08-2022,Jaipur,Rajasthan,IndiGo,Solo,Mobile App,16941,3.6
MMT118482,08-02-2024,Goa,Ladakh,Vistara,Business,Website,29739,3.1
MMT118483,17-10-2023,Delhi,Karnataka,SpiceJet,Couple,Mobile App,36828,4.9
MMT118484,21-01-2022,Jaipur,Himachal Pradesh,Vistara,Family,Travel Agent,41002,4.4
MMT118485,25-09-2022,Jaipur,Himachal Pradesh,GoAir,Family,Mobile App,16794,4.5
MMT118486,17-06-2024,Dubai,Rajasthan,Air India,Business,Travel Agent,9110,4.2
MMT118487,28-05-2024,Jaipur,Kerala,Air India,Solo,Mobile App,49871,4.8
MMT118488,19-05-2022,Goa,UAE,Air India,Couple,Travel Agent,35607,3.6
MMT118489,02-08-2023,Leh,Kerala,GoAir,Business,Travel Agent,42869,3.6
MMT118490,05-04-2024,Manali,Ladakh,IndiGo,Business,Mobile App,8172,4.8
MMT118491,22-11-2023,Manali,Rajasthan,Air India,Solo,Travel Agent,31996,3.5
MMT118492,07-02-2022,Udaipur,Rajasthan,SpiceJet,Solo,Mobile App,20307,3.9
MMT118493,23-07-2022,Goa,UAE,Akasa Air,Couple,Travel Agent,21486,3.2
MMT118494,12-07-2022,Kerala,Himachal Pradesh,Akasa Air,Couple,Travel Agent,14209,4.1
MMT118495,29-11-2023,Mumbai,Rajasthan,IndiGo,Business,Mobile App,38765,3.1
MMT118496,21-09-2023,Mumbai,Maharashtra,Vistara,Business,Website,3596,4.9
MMT118497,06-11-2023,Manali,Ladakh,Vistara,Family,Travel Agent,46122,3.8
MMT118498,11-10-2023,Dubai,Rajasthan,Vistara,Solo,Mobile App,25622,3.6
MMT118499,22-02-2022,Dubai,Rajasthan,IndiGo,Couple,Website,41658,3.8
MMT118500,12-10-2023,Mumbai,Rajasthan,Vistara,Family,Travel Agent,28713,4.2
MMT118501,05-09-2024,Goa,UAE,Akasa Air,Couple,Travel Agent,9257,3.4
MMT118502,25-03-2023,Delhi,Ladakh,IndiGo,Family,Website,33197,4.1
MMT118503,12-11-2022,Delhi,Delhi,SpiceJet,Family,Website,28277,3.6
MMT118504,07-02-2024,Mumbai,Maharashtra,Akasa Air,Solo,Mobile App,19108,4.6
MMT118505,21-01-2022,Goa,Kerala,Akasa Air,Couple,Mobile App,29878,3.5
MMT118506,15-04-2023,Leh,Karnataka,IndiGo,Business,Travel Agent,11833,5
MMT118507,17-07-2024,Udaipur,Kerala,IndiGo,Couple,Mobile App,17617,3.9
MMT118508,08-12-2024,Leh,Himachal Pradesh,Air India,Family,Website,28109,3.8
MMT118509,05-02-2022,Mumbai,Goa,Vistara,Family,Website,28269,4
MMT118510,12-05-2023,Udaipur,Rajasthan,IndiGo,Business,Mobile App,3727,4.1
MMT118511,18-12-2022,Leh,Ladakh,Vistara,Business,Website,17397,4.8
MMT118512,30-08-2024,Leh,Rajasthan,IndiGo,Couple,Mobile App,46808,3.2
MMT118513,15-03-2024,Goa,Ladakh,Vistara,Business,Mobile App,32942,3.9
MMT118514,14-08-2023,Leh,Himachal Pradesh,GoAir,Couple,Website,38583,3.8
MMT118515,02-03-2024,Kerala,Maharashtra,SpiceJet,Family,Website,23570,4.4
MMT118516,21-05-2022,Mumbai,Ladakh,Akasa Air,Couple,Mobile App,9903,3.9
MMT118517,03-01-2024,Jaipur,Ladakh,GoAir,Couple,Website,30951,3.5
MMT118518,01-08-2022,Dubai,Maharashtra,Air India,Business,Mobile App,12977,3.3
MMT118519,01-04-2024,Jaipur,UAE,Air India,Family,Travel Agent,30533,3.1
MMT118520,25-11-2023,Jaipur,Rajasthan,Akasa Air,Solo,Mobile App,41209,3.7
MMT118521,29-06-2022,Bangalore,Maharashtra,GoAir,Business,Mobile App,23054,4.3
MMT118522,12-10-2024,Jaipur,Rajasthan,SpiceJet,Business,Website,47205,3.1
MMT118523,18-10-2023,Kerala,Goa,SpiceJet,Solo,Mobile App,34278,3.2
MMT118524,03-09-2024,Delhi,Goa,GoAir,Solo,Mobile App,6631,3.6
MMT118525,15-08-2024,Leh,Goa,Akasa Air,Couple,Website,18292,3.1
MMT118526,19-04-2024,Jaipur,Ladakh,GoAir,Couple,Website,11875,4.4
MMT118527,16-08-2024,Manali,Ladakh,Air India,Business,Website,30042,4
MMT118528,01-03-2024,Jaipur,Karnataka,Vistara,Family,Mobile App,14278,3.7
MMT118529,10-02-2022,Leh,Rajasthan,Vistara,Solo,Mobile App,3614,4.1
MMT118530,04-07-2023,Manali,Maharashtra,IndiGo,Couple,Travel Agent,22629,4.6
MMT118531,18-07-2022,Goa,Maharashtra,IndiGo,Family,Mobile App,24798,4.4
MMT118532,20-01-2022,Goa,Kerala,Vistara,Solo,Website,41733,3.3
MMT118533,17-11-2022,Dubai,Rajasthan,GoAir,Solo,Website,44478,4.2
MMT118534,09-08-2022,Leh,Rajasthan,SpiceJet,Couple,Travel Agent,13745,4.5
MMT118535,20-09-2024,Udaipur,Maharashtra,SpiceJet,Solo,Website,4486,4.1
MMT118536,09-08-2024,Jaipur,Himachal Pradesh,Air India,Family,Mobile App,41288,4.7
MMT118537,27-09-2023,Leh,Rajasthan,Air India,Business,Travel Agent,9140,3.4
MMT118538,11-05-2023,Manali,Maharashtra,Vistara,Business,Travel Agent,7259,4.1
MMT118539,25-03-2023,Bangalore,Karnataka,Air India,Family,Travel Agent,21319,4.9
MMT118540,07-11-2024,Udaipur,Kerala,Akasa Air,Couple,Website,27690,3.9
MMT118541,12-06-2023,Leh,Himachal Pradesh,GoAir,Business,Website,34676,3.2
MMT118542,13-07-2022,Delhi,UAE,GoAir,Couple,Website,3330,3.9
MMT118543,01-12-2023,Manali,Maharashtra,Vistara,Couple,Website,49874,4.9
MMT118544,16-12-2024,Jaipur,Kerala,Akasa Air,Couple,Travel Agent,30672,5
MMT118545,23-03-2022,Leh,Karnataka,Vistara,Couple,Website,35446,3.3
MMT118546,24-08-2024,Bangalore,Karnataka,GoAir,Family,Mobile App,48321,3.3
MMT118547,12-03-2024,Kerala,Goa,IndiGo,Business,Mobile App,48933,4.3
MMT118548,02-08-2022,Manali,Delhi,IndiGo,Couple,Travel Agent,48105,4
MMT118549,02-12-2022,Jaipur,Delhi,Air India,Solo,Travel Agent,40055,3.6
MMT118550,01-07-2023,Leh,Maharashtra,Vistara,Solo,Travel Agent,6517,4
MMT118551,02-04-2024,Jaipur,Kerala,Air India,Family,Website,4527,4.1
MMT118552,10-09-2023,Leh,Karnataka,Air India,Family,Mobile App,33068,4.1
MMT118553,17-10-2022,Goa,Rajasthan,SpiceJet,Business,Website,7196,5
MMT118554,01-05-2023,Jaipur,Delhi,GoAir,Business,Website,34422,3.1
MMT118555,01-05-2024,Delhi,Himachal Pradesh,IndiGo,Solo,Mobile App,43549,3.1
MMT118556,08-12-2024,Mumbai,Delhi,SpiceJet,Family,Website,8504,3.8
MMT118557,02-04-2023,Leh,Himachal Pradesh,Air India,Family,Travel Agent,36721,4.2
MMT118558,05-12-2024,Dubai,Goa,IndiGo,Couple,Travel Agent,13753,4.4
MMT118559,09-12-2023,Bangalore,Karnataka,SpiceJet,Solo,Travel Agent,30366,3.2
MMT118560,18-09-2024,Manali,Rajasthan,Vistara,Couple,Travel Agent,27639,3.8
MMT118561,25-04-2024,Jaipur,Karnataka,IndiGo,Couple,Website,28770,3.6
MMT118562,31-03-2022,Goa,Kerala,Vistara,Solo,Travel Agent,26414,3.9
MMT118563,14-02-2022,Udaipur,Himachal Pradesh,Akasa Air,Solo,Website,35135,3.5
MMT118564,02-12-2022,Udaipur,Maharashtra,IndiGo,Business,Mobile App,8331,4.6
MMT118565,19-06-2023,Leh,Himachal Pradesh,IndiGo,Family,Website,32181,4.2
MMT118566,07-03-2023,Manali,Rajasthan,SpiceJet,Business,Mobile App,40716,4
MMT118567,22-12-2023,Delhi,Ladakh,GoAir,Family,Mobile App,5287,3.5
MMT118568,13-06-2022,Udaipur,Delhi,Air India,Couple,Mobile App,44791,4.1
MMT118569,25-07-2023,Delhi,Rajasthan,Air India,Family,Travel Agent,26034,3.5
MMT118570,28-06-2022,Leh,Rajasthan,Akasa Air,Family,Website,27237,4
MMT118571,26-06-2023,Manali,Karnataka,Akasa Air,Business,Travel Agent,8628,4.8
MMT118572,23-12-2023,Manali,Rajasthan,GoAir,Family,Website,47271,3.1
MMT118573,15-01-2022,Leh,UAE,Air India,Business,Website,18113,4.9
MMT118574,09-09-2023,Delhi,Goa,Air India,Couple,Travel Agent,3292,4.3
MMT118575,15-10-2022,Kerala,Maharashtra,Akasa Air,Couple,Travel Agent,12127,4.2
MMT118576,06-01-2024,Delhi,Maharashtra,SpiceJet,Couple,Travel Agent,41883,3.5
MMT118577,17-01-2023,Leh,Ladakh,Akasa Air,Couple,Website,25248,4.7
MMT118578,21-02-2023,Leh,Himachal Pradesh,SpiceJet,Business,Travel Agent,29178,4
MMT118579,16-05-2024,Leh,UAE,Akasa Air,Family,Website,6041,4
MMT118580,30-05-2022,Mumbai,Ladakh,Air India,Family,Website,39240,3.8
MMT118581,16-08-2024,Leh,Maharashtra,Air India,Family,Website,22196,3.1
MMT118582,04-06-2023,Leh,Kerala,IndiGo,Couple,Website,35836,4.7
MMT118583,30-12-2022,Bangalore,Ladakh,Vistara,Couple,Travel Agent,34400,4.9
MMT118584,05-02-2024,Kerala,Kerala,Air India,Solo,Website,39387,4.2
MMT118585,14-07-2022,Kerala,UAE,Akasa Air,Couple,Website,17088,3.6
MMT118586,31-01-2023,Manali,Rajasthan,GoAir,Couple,Mobile App,45797,4.4
MMT118587,07-08-2022,Bangalore,Karnataka,Air India,Family,Mobile App,12013,4.5
MMT118588,27-09-2023,Goa,Ladakh,Vistara,Business,Website,6143,3.9
MMT118589,31-07-2023,Kerala,Kerala,IndiGo,Business,Website,28382,3.6
MMT118590,11-01-2022,Dubai,Maharashtra,SpiceJet,Business,Mobile App,20920,4.3
MMT118591,26-10-2023,Mumbai,UAE,SpiceJet,Family,Website,37700,4.8
MMT118592,31-03-2022,Leh,Karnataka,IndiGo,Solo,Mobile App,16932,3.9
MMT118593,10-12-2022,Leh,Rajasthan,Akasa Air,Couple,Website,28192,3
MMT118594,06-09-2023,Goa,Ladakh,Air India,Business,Website,31972,3.1
MMT118595,24-10-2023,Delhi,Delhi,GoAir,Business,Website,49880,3.5
MMT118596,05-10-2024,Kerala,Goa,IndiGo,Business,Mobile App,14738,3.5
MMT118597,28-01-2024,Mumbai,Kerala,SpiceJet,Solo,Website,42599,3.6
MMT118598,17-04-2022,Udaipur,Himachal Pradesh,Vistara,Family,Travel Agent,29412,4.5
MMT118599,01-11-2024,Leh,Rajasthan,Vistara,Solo,Travel Agent,38424,4.6
MMT118600,23-11-2022,Udaipur,Rajasthan,Vistara,Couple,Travel Agent,18998,4.1
MMT118601,19-10-2022,Udaipur,Delhi,GoAir,Solo,Website,15575,3.1
MMT118602,28-04-2022,Mumbai,Rajasthan,IndiGo,Couple,Travel Agent,5103,4.1
MMT118603,28-03-2023,Jaipur,Karnataka,Vistara,Family,Mobile App,32783,4
MMT118604,13-09-2022,Bangalore,Kerala,Akasa Air,Solo,Travel Agent,19080,3.7
MMT118605,10-04-2023,Kerala,Delhi,Air India,Couple,Website,34405,3
MMT118606,27-02-2024,Bangalore,Maharashtra,Vistara,Solo,Website,33777,3.2
MMT118607,12-07-2024,Mumbai,Himachal Pradesh,IndiGo,Business,Website,33236,3.9
MMT118608,17-09-2022,Kerala,Rajasthan,Air India,Business,Travel Agent,17595,4.8
MMT118609,05-02-2024,Dubai,Ladakh,IndiGo,Family,Website,30955,3.1
MMT118610,12-03-2022,Manali,UAE,Akasa Air,Business,Travel Agent,37189,4.8
MMT118611,08-12-2024,Jaipur,Kerala,Air India,Couple,Mobile App,49380,3.3
MMT118612,17-09-2024,Kerala,Rajasthan,Akasa Air,Solo,Website,10542,4.5
MMT118613,17-07-2022,Manali,Kerala,SpiceJet,Business,Website,8707,3.9
MMT118614,07-02-2024,Mumbai,Maharashtra,Air India,Business,Mobile App,9419,4.6
MMT118615,01-04-2023,Jaipur,Rajasthan,Vistara,Solo,Website,17034,3.5
MMT118616,29-11-2023,Delhi,Goa,Akasa Air,Solo,Mobile App,3049,4.4
MMT118617,26-09-2022,Bangalore,Rajasthan,GoAir,Family,Travel Agent,7237,5
MMT118618,10-02-2022,Leh,Rajasthan,IndiGo,Family,Mobile App,35722,4.8
MMT118619,22-01-2023,Delhi,Rajasthan,SpiceJet,Business,Website,38358,4.9
MMT118620,19-01-2023,Jaipur,Delhi,Akasa Air,Business,Mobile App,14608,4.6
MMT118621,26-10-2023,Dubai,Kerala,Air India,Solo,Website,15399,4.2
MMT118622,29-03-2023,Mumbai,Delhi,SpiceJet,Couple,Website,18963,3.2
MMT118623,16-09-2022,Udaipur,Himachal Pradesh,IndiGo,Solo,Mobile App,14537,3.1
MMT118624,18-09-2023,Kerala,Goa,GoAir,Solo,Mobile App,19624,4.8
MMT118625,10-08-2022,Udaipur,Delhi,GoAir,Solo,Website,45819,4.4
MMT118626,17-09-2023,Goa,Ladakh,Vistara,Solo,Mobile App,39370,3.4
MMT118627,21-08-2023,Mumbai,Rajasthan,GoAir,Solo,Mobile App,49946,4.3
MMT118628,06-12-2022,Manali,Delhi,Vistara,Couple,Website,34565,4.1
MMT118629,13-12-2023,Delhi,Maharashtra,GoAir,Solo,Mobile App,47718,4.9
MMT118630,27-08-2024,Manali,UAE,GoAir,Couple,Mobile App,7852,4.5
MMT118631,31-08-2023,Dubai,Karnataka,SpiceJet,Family,Website,42030,4.2
MMT118632,28-11-2023,Dubai,Goa,Akasa Air,Couple,Mobile App,14648,4.8
MMT118633,08-09-2024,Kerala,Himachal Pradesh,SpiceJet,Business,Travel Agent,33711,3.3
MMT118634,30-11-2022,Dubai,Kerala,SpiceJet,Family,Website,16500,3.2
MMT118635,16-01-2022,Kerala,Rajasthan,SpiceJet,Family,Website,23717,3.5
MMT118636,12-07-2024,Udaipur,Ladakh,IndiGo,Couple,Mobile App,16940,4.3
MMT118637,22-11-2022,Goa,Rajasthan,Air India,Solo,Mobile App,34278,3.5
MMT118638,29-06-2022,Manali,Delhi,SpiceJet,Business,Travel Agent,9296,3
MMT118639,19-03-2023,Leh,Kerala,SpiceJet,Business,Website,40348,3.4
MMT118640,11-08-2023,Manali,Maharashtra,IndiGo,Business,Website,27840,4.7
MMT118641,09-03-2022,Udaipur,Goa,IndiGo,Couple,Mobile App,48415,4
MMT118642,20-04-2022,Kerala,Maharashtra,IndiGo,Couple,Travel Agent,37450,4.4
MMT118643,19-11-2024,Udaipur,Ladakh,SpiceJet,Solo,Website,20321,3.6
MMT118644,15-05-2023,Kerala,Kerala,GoAir,Couple,Travel Agent,4118,3.8
MMT118645,03-11-2024,Bangalore,Delhi,Air India,Solo,Mobile App,4198,3.6
MMT118646,18-12-2024,Bangalore,Rajasthan,Vistara,Solo,Mobile App,13380,4
MMT118647,02-09-2023,Leh,Delhi,IndiGo,Family,Mobile App,31547,3.4
MMT118648,19-03-2024,Leh,Ladakh,GoAir,Family,Mobile App,20334,3.4
MMT118649,28-03-2023,Dubai,Delhi,Air India,Couple,Travel Agent,17996,4.4
MMT118650,20-02-2023,Bangalore,Goa,Akasa Air,Solo,Travel Agent,47976,3.3
MMT118651,30-03-2022,Bangalore,UAE,Air India,Couple,Travel Agent,6218,3.7
MMT118652,02-11-2022,Bangalore,Goa,Air India,Solo,Mobile App,42319,5
MMT118653,18-04-2024,Kerala,Himachal Pradesh,Akasa Air,Couple,Website,22889,4.3
MMT118654,01-05-2023,Manali,Karnataka,Akasa Air,Business,Website,43504,4.5
MMT118655,06-09-2024,Kerala,Karnataka,GoAir,Solo,Travel Agent,23048,3.6
MMT118656,04-12-2022,Leh,Ladakh,Akasa Air,Solo,Mobile App,35352,3.7
MMT118657,23-04-2023,Bangalore,Himachal Pradesh,Akasa Air,Family,Mobile App,5734,4.8
MMT118658,27-06-2023,Jaipur,Maharashtra,Vistara,Solo,Travel Agent,42892,4.5
MMT118659,30-03-2024,Udaipur,Himachal Pradesh,Air India,Solo,Website,49744,3.2
MMT118660,07-04-2024,Goa,UAE,Akasa Air,Business,Mobile App,7866,3.1
MMT118661,07-01-2024,Manali,Ladakh,GoAir,Family,Website,45268,3
MMT118662,03-12-2022,Dubai,Delhi,Akasa Air,Family,Mobile App,30666,3.8
MMT118663,14-09-2022,Jaipur,Rajasthan,SpiceJet,Family,Website,18824,5
MMT118664,31-07-2024,Kerala,Rajasthan,Air India,Family,Mobile App,29472,4.1
MMT118665,28-10-2023,Kerala,Kerala,Vistara,Family,Travel Agent,30130,3.3
MMT118666,17-11-2024,Udaipur,Rajasthan,IndiGo,Couple,Travel Agent,36240,4.5
MMT118667,05-01-2023,Jaipur,Goa,Air India,Business,Mobile App,10001,3.2
MMT118668,18-02-2022,Jaipur,Goa,Akasa Air,Business,Website,49107,3.9
MMT118669,24-05-2023,Leh,Himachal Pradesh,SpiceJet,Couple,Mobile App,34861,3.3
MMT118670,20-05-2024,Mumbai,Kerala,IndiGo,Couple,Travel Agent,5941,3.2
MMT118671,09-11-2024,Dubai,Goa,Air India,Couple,Travel Agent,49352,4.1
MMT118672,31-10-2024,Jaipur,Karnataka,GoAir,Business,Travel Agent,30309,4.8
MMT118673,19-04-2023,Jaipur,Rajasthan,GoAir,Couple,Travel Agent,45769,3.8
MMT118674,15-11-2024,Leh,Rajasthan,SpiceJet,Family,Travel Agent,17516,3
MMT118675,11-08-2024,Delhi,Goa,Akasa Air,Business,Website,48594,3.1
MMT118676,26-05-2022,Dubai,Goa,Akasa Air,Family,Website,29538,4.2
MMT118677,25-06-2022,Mumbai,Delhi,Air India,Family,Website,31119,3.2
MMT118678,09-03-2023,Jaipur,Ladakh,GoAir,Business,Travel Agent,41232,4
MMT118679,23-06-2022,Jaipur,Goa,IndiGo,Business,Mobile App,9573,3.1
MMT118680,21-12-2022,Bangalore,Delhi,GoAir,Family,Travel Agent,39809,4.8
MMT118681,06-10-2023,Udaipur,Rajasthan,GoAir,Solo,Travel Agent,3320,4
MMT118682,19-07-2024,Manali,Kerala,Vistara,Business,Travel Agent,49798,4.2
MMT118683,06-06-2022,Delhi,Himachal Pradesh,IndiGo,Business,Website,5361,3.6
MMT118684,02-01-2024,Goa,Himachal Pradesh,IndiGo,Family,Mobile App,39832,3.8
MMT118685,30-09-2022,Manali,Karnataka,Air India,Couple,Mobile App,27956,4.9
MMT118686,14-09-2024,Kerala,Ladakh,GoAir,Solo,Mobile App,20500,3.4
MMT118687,02-11-2022,Jaipur,Ladakh,Vistara,Business,Website,30462,3.5
MMT118688,13-05-2023,Leh,Ladakh,Akasa Air,Solo,Travel Agent,30365,3.2
MMT118689,27-12-2022,Manali,Rajasthan,Air India,Couple,Travel Agent,22093,4.4
MMT118690,10-11-2024,Udaipur,Rajasthan,Air India,Family,Website,14967,4.7
MMT118691,27-03-2022,Mumbai,Rajasthan,Vistara,Business,Website,24804,3.6
MMT118692,31-12-2024,Delhi,Goa,IndiGo,Couple,Website,43204,4.9
MMT118693,19-12-2024,Udaipur,Karnataka,Vistara,Solo,Mobile App,27787,4.4
MMT118694,21-12-2024,Udaipur,Ladakh,GoAir,Solo,Website,4328,4.8
MMT118695,08-09-2023,Goa,Rajasthan,GoAir,Business,Mobile App,38276,3.1
MMT118696,07-08-2023,Udaipur,Ladakh,GoAir,Solo,Website,14036,4.3
MMT118697,31-03-2023,Kerala,Delhi,IndiGo,Business,Website,38820,3.7
MMT118698,06-04-2022,Udaipur,Maharashtra,GoAir,Business,Travel Agent,49005,3.9
MMT118699,21-06-2024,Dubai,Ladakh,GoAir,Solo,Travel Agent,48012,3.8
MMT118700,22-10-2024,Jaipur,Karnataka,Akasa Air,Solo,Mobile App,21654,4.4
MMT118701,22-02-2023,Udaipur,Himachal Pradesh,Air India,Family,Travel Agent,18593,5
MMT118702,05-04-2024,Kerala,Delhi,Akasa Air,Family,Mobile App,49898,4.7
MMT118703,05-12-2024,Dubai,Delhi,SpiceJet,Couple,Travel Agent,20410,4.4
MMT118704,28-06-2022,Leh,Kerala,IndiGo,Solo,Mobile App,4455,3.1
MMT118705,07-10-2023,Bangalore,Rajasthan,Air India,Family,Mobile App,16787,4.3
MMT118706,28-08-2023,Kerala,Maharashtra,IndiGo,Family,Travel Agent,23729,3.3
MMT118707,13-08-2022,Delhi,Himachal Pradesh,Vistara,Business,Mobile App,8576,3.3
MMT118708,07-01-2023,Leh,Rajasthan,Akasa Air,Family,Website,16921,3.7
MMT118709,24-07-2024,Goa,Himachal Pradesh,IndiGo,Business,Travel Agent,21431,3.9
MMT118710,24-02-2023,Jaipur,Himachal Pradesh,Akasa Air,Family,Website,32962,5
